Date,gold,silver,sp500,dxy,ust10y_yield
2006-05-01,65.16000366210938,13.869999885559082,1305.18994140625,85.97000122070312,5.13100004196167
2006-05-02,66.55000305175781,14.364999771118164,1313.2099609375,85.79000091552734,5.110000133514404
2006-05-03,66.45999908447266,13.925000190734863,1308.1199951171875,85.83999633789062,5.144000053405762
2006-05-04,67.4800033569336,14.0,1312.25,85.83999633789062,5.150000095367432
2006-05-05,67.98999786376953,13.994999885559082,1325.760009765625,85.12000274658203,5.107999801635742
2006-05-08,67.55999755859375,14.0,1324.6600341796875,85.2300033569336,5.11899995803833
2006-05-09,69.68000030517578,14.5,1325.1400146484375,84.83000183105469,5.125
2006-05-10,70.37999725341797,14.526000022888184,1322.8499755859375,84.5,5.125
2006-05-11,71.02999877929688,14.859999656677246,1305.9200439453125,84.2699966430664,5.15500020980835
2006-05-12,71.12000274658203,14.46399974822998,1291.239990234375,83.95999908447266,5.185999870300293
2006-05-15,67.41000366210938,13.270000457763672,1294.5,84.54000091552734,5.152999877929688
2006-05-16,68.61000061035156,13.579999923706056,1292.0799560546875,84.16999816894531,5.105000019073486
2006-05-17,68.1500015258789,13.09000015258789,1270.3199462890625,84.8499984741211,5.152999877929688
2006-05-18,67.45999908447266,12.60200023651123,1261.81005859375,84.51000213623047,5.072999954223633
2006-05-19,65.58000183105469,12.600000381469728,1267.030029296875,84.87999725341797,5.053999900817871
2006-05-22,65.30000305175781,12.515000343322754,1262.0699462890625,84.3499984741211,5.035999774932861
2006-05-23,66.37999725341797,13.045000076293944,1256.5799560546875,84.3499984741211,5.065999984741211
2006-05-24,64.05999755859375,12.545000076293944,1258.5699462890625,84.94999694824219,5.033999919891357
2006-05-25,64.69999694824219,12.6850004196167,1272.8800048828125,84.6500015258789,5.073999881744385
2006-05-26,65.0999984741211,12.670000076293944,1280.1600341796875,85.26000213623047,5.052000045776367
2006-05-30,65.11000061035156,13.097000122070312,1259.8699951171875,84.27999877929688,5.085999965667725
2006-05-31,64.2300033569336,12.628000259399414,1270.0899658203125,84.72000122070312,5.11299991607666
2006-06-01,62.560001373291016,12.039999961853027,1285.7099609375,84.79000091552734,5.107999801635742
2006-06-02,63.5,12.175000190734863,1288.219970703125,84.05000305175781,4.99399995803833
2006-06-05,63.290000915527344,12.092000007629396,1265.2900390625,84.13999938964844,5.026000022888184
2006-06-06,62.54999923706055,11.835000038146973,1263.8499755859375,84.7300033569336,5.00600004196167
2006-06-07,62.27999877929688,11.869999885559082,1256.1500244140625,84.98999786376953,5.026000022888184
2006-06-08,60.90999984741211,11.234999656677246,1257.9300537109375,85.91000366210938,4.992000102996826
2006-06-09,60.45000076293945,11.19200038909912,1252.300048828125,85.72000122070312,4.980999946594238
2006-06-12,60.02999877929688,10.93000030517578,1237.43994140625,85.8499984741211,4.986999988555908
2006-06-13,55.91999816894531,9.625,1223.68994140625,86.43000030517578,4.960999965667725
2006-06-14,55.619998931884766,9.670000076293944,1230.0400390625,86.13999938964844,5.050000190734863
2006-06-15,57.31999969482422,10.263999938964844,1256.1600341796875,86.0199966430664,5.0980000495910645
2006-06-16,57.68000030517578,10.289999961853027,1251.5400390625,85.91999816894531,5.127999782562256
2006-06-19,56.36000061035156,9.946999549865724,1240.1300048828125,86.30999755859375,5.144999980926514
2006-06-20,57.29999923706055,10.28600025177002,1240.1199951171875,86.18000030517578,5.1570000648498535
2006-06-21,58.33000183105469,10.5,1252.199951171875,85.77999877929688,5.15500020980835
2006-06-22,57.72999954223633,10.256999969482422,1245.5999755859375,86.38999938964844,5.197999954223633
2006-06-23,57.9900016784668,10.352999687194824,1244.5,86.81999969482422,5.228000164031982
2006-06-26,58.27999877929688,10.31700038909912,1250.56005859375,86.48999786376953,5.238999843597412
2006-06-27,57.68000030517578,10.21399974822998,1239.199951171875,86.47000122070312,5.210000038146973
2006-06-28,57.540000915527344,10.244999885559082,1246.0,86.62999725341797,5.244999885559082
2006-06-29,59.52000045776367,10.781999588012695,1272.8699951171875,85.87000274658203,5.199999809265137
2006-06-30,61.22999954223633,11.138999938964844,1270.199951171875,85.22000122070312,5.138000011444092
2006-07-03,62.18000030517578,11.380000114440918,1280.18994140625,85.18000030517578,5.151000022888184
2006-07-05,62.5,11.470000267028809,1270.9100341796875,85.5999984741211,5.227000236511231
2006-07-06,63.02000045776367,11.598999977111816,1274.0799560546875,85.3499984741211,5.184999942779541
2006-07-07,62.630001068115234,11.324999809265137,1265.47998046875,84.9800033569336,5.131999969482422
2006-07-10,62.02000045776367,11.083999633789062,1267.3399658203125,85.5,5.130000114440918
2006-07-11,63.810001373291016,11.56999969482422,1272.4300537109375,85.36000061035156,5.099999904632568
2006-07-12,64.91999816894531,11.592000007629396,1258.5999755859375,85.91000366210938,5.099999904632568
2006-07-13,65.55000305175781,11.649999618530272,1242.280029296875,85.79000091552734,5.071000099182129
2006-07-14,65.8499984741211,11.49899959564209,1236.199951171875,86.08999633789062,5.059000015258789
2006-07-17,63.95000076293945,10.897000312805176,1234.489990234375,86.95999908447266,5.068999767303467
2006-07-18,62.900001525878906,10.595000267028809,1236.8599853515625,87.01000213623047,5.130000114440918
2006-07-19,64.02999877929688,11.138999938964844,1259.81005859375,86.45999908447266,5.059000015258789
2006-07-20,62.540000915527344,10.899999618530272,1249.1300048828125,86.22000122070312,5.027999877929688
2006-07-21,61.709999084472656,10.838000297546388,1240.2900390625,85.93000030517578,5.045000076293945
2006-07-24,61.13999938964844,10.91800022125244,1260.9100341796875,86.33999633789062,5.044000148773193
2006-07-25,61.54999923706055,10.993000030517578,1268.8800048828125,86.63999938964844,5.065000057220459
2006-07-26,62.0,11.107000350952148,1268.4000244140625,85.93000030517578,5.035999774932861
2006-07-27,62.900001525878906,11.375,1263.199951171875,85.87000274658203,5.039999961853027
2006-07-28,63.11000061035156,11.399999618530272,1278.550048828125,85.44000244140625,4.989999771118164
2006-07-31,63.15999984741211,11.414999961853027,1276.6600341796875,85.30000305175781,4.98799991607666
2006-08-01,64.31999969482422,11.760000228881836,1270.9200439453125,85.05000305175781,4.982999801635742
2006-08-02,64.75,12.170000076293944,1277.4100341796875,85.05000305175781,4.960999965667725
2006-08-03,64.12000274658203,12.079999923706056,1280.27001953125,85.0199966430664,4.951000213623047
2006-08-04,64.27999877929688,12.383000373840332,1279.3599853515625,84.56999969482422,4.901000022888184
2006-08-07,64.5,12.3100004196167,1275.77001953125,84.75,4.921000003814697
2006-08-08,63.970001220703125,12.260000228881836,1271.47998046875,84.66000366210938,4.922999858856201
2006-08-09,64.62999725341797,12.517999649047852,1265.949951171875,84.70999908447266,4.936999797821045
2006-08-10,63.25,12.121000289916992,1271.81005859375,85.08000183105469,4.927000045776367
2006-08-11,62.709999084472656,11.918999671936035,1266.739990234375,85.5199966430664,4.9670000076293945
2006-08-14,62.25,12.04800033569336,1268.2099609375,85.63999938964844,5.000999927520752
2006-08-15,62.0099983215332,12.104999542236328,1285.5799560546875,85.22000122070312,4.931000232696533
2006-08-16,62.4900016784668,12.324000358581545,1295.4300537109375,84.87999725341797,4.870999813079834
2006-08-17,61.02999877929688,11.967000007629396,1297.47998046875,85.04000091552734,4.867000102996826
2006-08-18,61.040000915527344,12.0600004196167,1302.300048828125,85.08999633789062,4.835000038146973
2006-08-21,62.43999862670898,12.411999702453612,1297.52001953125,84.62999725341797,4.818999767303467
2006-08-22,62.04999923706055,12.295000076293944,1298.8199462890625,85.18000030517578,4.810999870300293
2006-08-23,61.83000183105469,12.5,1292.989990234375,85.12999725341797,4.818999767303467
2006-08-24,61.75,12.359999656677246,1296.06005859375,85.27999877929688,4.802999973297119
2006-08-25,61.77000045776367,12.420000076293944,1295.0899658203125,85.37999725341797,4.790999889373779
2006-08-28,61.0,12.031999588012695,1301.780029296875,85.2300033569336,4.796999931335449
2006-08-29,60.93999862670898,12.274999618530272,1304.280029296875,84.91000366210938,4.7829999923706055
2006-08-30,61.41999816894531,12.51099967956543,1305.3699951171875,84.97000122070312,4.763000011444092
2006-08-31,62.290000915527344,12.907999992370604,1303.8199462890625,85.05000305175781,4.73199987411499
2006-09-01,62.13999938964844,12.960000038146973,1311.010009765625,84.94000244140625,4.72599983215332
2006-09-05,63.36000061035156,12.975000381469728,1313.25,85.0,4.781000137329102
2006-09-06,62.86000061035156,12.98799991607666,1300.260009765625,85.0999984741211,4.801000118255615
